customer_id,customer_segment,contract_type,monthly_fee,total_revenue,support_tickets,payment_failures,nps_score,churn,churn_probability,predicted_churn,expected_monthly_loss,expected_revenue_at_risk
CUST_02506,SME,Monthly,30,1080,0,1,76,0,0.2894563407953597,0,8.683690223860792,312.6128480589885
CUST_02507,Enterprise,Quarterly,70,1680,0,0,64,0,0.2894563407953597,0,20.261943855675177,486.2866525362043
CUST_02508,Individual,Monthly,10,260,1,0,-20,1,0.6061760239310512,0,6.061760239310512,157.6057662220733
CUST_02509,Individual,Monthly,10,290,0,1,-23,0,0.6716206568876627,1,6.716206568876627,194.76999049742219
CUST_02510,SME,Monthly,20,960,0,0,-40,1,0.6694572567071294,1,13.389145134142588,642.6789664388442
CUST_02511,SME,Quarterly,50,1100,0,0,-2,0,0.2933757121209954,0,14.66878560604977,322.7132833330949
CUST_02512,Individual,Monthly,20,220,2,0,33,0,0.5970125373246716,0,11.940250746493433,131.34275821142776
CUST_02513,Individual,Quarterly,30,1230,1,1,33,0,0.2894563407953597,0,8.683690223860792,356.03129917829244
CUST_02514,Individual,Quarterly,10,490,2,1,69,0,0.2894563407953597,0,2.894563407953597,141.83360698972626
CUST_02515,Individual,Monthly,20,1080,0,2,18,1,0.704061003382882,1,14.08122006765764,760.3858836535126
CUST_02516,Individual,Monthly,100,1100,0,0,4,1,0.6705945613292107,1,67.05945613292107,737.6540174621317
CUST_02517,SME,Monthly,20,1040,1,0,16,0,0.2894563407953597,0,5.789126815907194,301.0345944271741
CUST_02518,Individual,Quarterly,50,150,0,0,33,0,0.6723905482505216,1,33.61952741252608,100.85858223757823
CUST_02519,Individual,Yearly,50,1050,2,0,59,0,0.5771584847246626,0,28.857924236233128,606.0164089608957
CUST_02520,SME,Quarterly,20,1160,0,2,-7,1,0.5838334064717418,0,11.676668129434836,677.2467515072204
CUST_02521,Individual,Monthly,20,220,2,1,52,0,0.2894563407953597,0,5.789126815907194,63.68039497497914
CUST_02522,SME,Yearly,50,400,0,0,17,0,0.2894563407953597,0,14.472817039767985,115.78253631814388
CUST_02523,SME,Monthly,10,310,2,0,12,0,0.6716206568876627,1,6.716206568876627,208.20240363517544
CUST_02524,Individual,Monthly,50,2950,1,2,44,0,0.5735469165204019,0,28.677345826020094,1691.9634037351857
CUST_02525,Individual,Quarterly,30,300,3,1,49,0,0.6716206568876627,1,20.14861970662988,201.4861970662988
CUST_02526,Enterprise,Monthly,70,420,0,1,-3,0,0.2894563407953597,0,20.261943855675177,121.57166313405108
CUST_02527,Enterprise,Yearly,30,510,1,0,-1,0,0.2894563407953597,0,8.683690223860792,147.62273380563346
CUST_02528,Individual,Monthly,30,1140,0,0,-1,0,0.2894563407953597,0,8.683690223860792,329.98022850671003
CUST_02529,Individual,Monthly,70,490,0,1,-35,0,0.2894563407953597,0,20.261943855675177,141.83360698972626
CUST_02530,Individual,Monthly,20,640,4,0,21,0,0.2894563407953597,0,5.789126815907194,185.2520581090302
CUST_02531,Individual,Quarterly,30,390,0,0,59,0,0.2894563407953597,0,8.683690223860792,112.88797291019029
CUST_02532,Individual,Quarterly,50,300,0,1,20,0,0.2894563407953597,0,14.472817039767985,86.8369022386079
CUST_02533,SME,Yearly,20,60,0,1,-15,0,0.7630510884157583,1,15.261021768315166,45.783065304945495
CUST_02534,SME,Quarterly,50,1350,2,1,88,0,0.2894563407953597,0,14.472817039767985,390.7660600737356
CUST_02535,Individual,Quarterly,50,2850,0,0,-6,1,0.6716206568876627,1,33.58103284438314,1914.1188721298388
CUST_02536,SME,Monthly,50,2250,2,0,-23,0,0.2894563407953597,0,14.472817039767985,651.2767667895594
CUST_02537,Individual,Monthly,100,4200,0,0,86,0,0.2894563407953597,0,28.94563407953597,1215.7166313405107
CUST_02538,Individual,Quarterly,70,1820,4,0,29,0,0.6716206568876627,1,47.01344598213639,1222.349595535546
CUST_02539,Individual,Yearly,50,200,2,0,11,1,0.7789080569905676,1,38.945402849528385,155.78161139811354
CUST_02540,Individual,Quarterly,20,740,0,1,74,0,0.2894563407953597,0,5.789126815907194,214.19769218856618
CUST_02541,Individual,Monthly,30,630,2,1,19,0,0.2894563407953597,0,8.683690223860792,182.3574947010766
CUST_02542,SME,Quarterly,10,510,2,0,-73,0,0.2894563407953597,0,2.894563407953597,147.62273380563346
CUST_02543,Individual,Monthly,30,840,3,1,26,0,0.2894563407953597,0,8.683690223860792,243.14332626810216
CUST_02544,SME,Monthly,50,900,0,0,-30,0,0.2894563407953597,0,14.472817039767985,260.51070671582374
CUST_02545,Individual,Quarterly,10,560,1,2,-16,1,0.5883010854522042,0,5.883010854522041,329.4486078532343
CUST_02546,Individual,Quarterly,10,320,1,2,6,0,0.7602734484312529,1,7.602734484312529,243.28750349800092
CUST_02547,Individual,Monthly,10,390,3,0,5,0,0.2894563407953597,0,2.894563407953597,112.88797291019029
CUST_02548,SME,Quarterly,100,5300,2,1,41,0,0.2894563407953597,0,28.94563407953597,1534.1186062154063
CUST_02549,Individual,Monthly,20,660,2,1,4,0,0.2894563407953597,0,5.789126815907194,191.0411849249374
CUST_02550,SME,Monthly,30,780,1,0,19,1,0.5993002702666944,0,17.979008108000833,467.4542108080216
CUST_02551,Enterprise,Quarterly,20,340,0,0,39,0,0.2894563407953597,0,5.789126815907194,98.4151558704223
CUST_02552,SME,Monthly,30,1680,1,0,4,0,0.2894563407953597,0,8.683690223860792,486.2866525362043
CUST_02553,Individual,Quarterly,10,520,3,0,-39,0,0.6716206568876627,1,6.716206568876627,349.2427415815846
CUST_02554,SME,Quarterly,30,870,0,0,12,0,0.5993002702666944,0,17.979008108000833,521.3912351320241
CUST_02555,Individual,Yearly,70,1400,0,1,31,1,0.6884257420019921,1,48.189801940139446,963.796038802789
CUST_02556,SME,Yearly,100,3000,0,1,-1,0,0.2894563407953597,0,28.94563407953597,868.3690223860791
CUST_02557,Individual,Monthly,20,1140,1,0,21,0,0.2933757121209954,0,5.867514242419908,334.4483118179347
CUST_02558,Individual,Monthly,50,2500,3,0,11,0,0.6564511740701972,0,32.822558703509856,1641.127935175493
CUST_02559,Individual,Quarterly,30,150,3,1,14,0,0.6639213917370954,1,19.917641752112864,99.58820876056431
CUST_02560,Individual,Monthly,30,1620,1,0,-11,0,0.2894563407953597,0,8.683690223860792,468.9192720884827
CUST_02561,Individual,Quarterly,30,180,2,0,32,0,0.2894563407953597,0,8.683690223860792,52.102141343164746
CUST_02562,SME,Monthly,20,840,1,0,25,1,0.6716206568876627,1,13.432413137753255,564.1613517856367
CUST_02563,SME,Quarterly,10,510,1,0,76,0,0.47832091676214494,0,4.783209167621449,243.94366754869392
CUST_02564,Individual,Monthly,30,300,1,0,-33,0,0.2894563407953597,0,8.683690223860792,86.8369022386079
CUST_02565,Individual,Monthly,10,60,1,0,-16,0,0.668038200211193,1,6.68038200211193,40.08229201267158
CUST_02566,Individual,Yearly,70,700,3,3,17,0,0.5867449771317194,0,41.07214839922035,410.72148399220356
CUST_02567,Individual,Monthly,70,2940,2,0,65,0,0.2894563407953597,0,20.261943855675177,851.0016419383575
CUST_02568,Enterprise,Quarterly,100,2100,1,0,25,0,0.2894563407953597,0,28.94563407953597,607.8583156702554
CUST_02569,SME,Quarterly,10,440,0,2,-41,0,0.5883010854522042,0,5.883010854522041,258.8524775989698
CUST_02570,Individual,Monthly,20,1120,0,1,75,1,0.6716206568876627,1,13.432413137753255,752.2151357141822
CUST_02571,Individual,Quarterly,50,200,0,0,59,1,0.7485626816096176,1,37.42813408048088,149.71253632192352
CUST_02572,SME,Monthly,20,260,2,0,52,0,0.6356230927725485,0,12.71246185545097,165.2620041208626
CUST_02573,SME,Quarterly,50,2900,1,0,27,0,0.2894563407953597,0,14.472817039767985,839.4233883065432
CUST_02574,Individual,Quarterly,20,200,2,1,-20,0,0.2894563407953597,0,5.789126815907194,57.89126815907194
CUST_02575,Individual,Monthly,10,160,0,0,-46,0,0.2894563407953597,0,2.894563407953597,46.31301452725755
CUST_02576,Individual,Monthly,20,380,1,1,42,0,0.2894563407953597,0,5.789126815907194,109.99340950223669
CUST_02577,Individual,Quarterly,20,120,1,0,48,0,0.2933757121209954,0,5.867514242419908,35.20508545451945
CUST_02578,Individual,Quarterly,20,520,0,0,-6,0,0.2894563407953597,0,5.789126815907194,150.51729721358706
CUST_02579,Individual,Quarterly,30,270,3,0,44,0,0.2894563407953597,0,8.683690223860792,78.15321201474713
CUST_02580,SME,Monthly,30,1380,2,0,32,0,0.2894563407953597,0,8.683690223860792,399.4497502975964
CUST_02581,Individual,Quarterly,100,5600,1,1,41,0,0.2894563407953597,0,28.94563407953597,1620.9555084540143
CUST_02582,Enterprise,Monthly,70,700,4,0,2,0,0.59635061939965,0,41.744543357975495,417.445433579755
CUST_02583,Individual,Quarterly,70,2800,1,0,69,0,0.2894563407953597,0,20.261943855675177,810.4777542270072
CUST_02584,Individual,Monthly,10,30,1,1,-18,0,0.7147158685041848,1,7.147158685041848,21.441476055125545
CUST_02585,Individual,Monthly,20,980,2,0,1,0,0.2894563407953597,0,5.789126815907194,283.6672139794525
CUST_02586,Individual,Quarterly,20,380,1,0,24,0,0.2894563407953597,0,5.789126815907194,109.99340950223669
CUST_02587,Enterprise,Monthly,50,1750,1,0,47,0,0.2894563407953597,0,14.472817039767985,506.54859639187947
CUST_02588,Individual,Yearly,100,4600,1,0,60,0,0.5423604652476078,0,54.23604652476078,2494.858140138996
CUST_02589,Individual,Quarterly,70,420,2,0,-4,0,0.2894563407953597,0,20.261943855675177,121.57166313405108
CUST_02590,Enterprise,Yearly,20,580,4,0,-24,0,0.5996075174525634,0,11.992150349051267,347.77236012248676
CUST_02591,Individual,Monthly,10,190,1,0,-11,0,0.2894563407953597,0,2.894563407953597,54.996704751118344
CUST_02592,Individual,Monthly,50,2500,1,0,-2,0,0.2894563407953597,0,14.472817039767985,723.6408519883993
CUST_02593,Individual,Quarterly,50,2200,1,0,1,0,0.2894563407953597,0,14.472817039767985,636.8039497497913
CUST_02594,Individual,Monthly,70,1050,1,0,22,0,0.2894563407953597,0,20.261943855675177,303.9291578351277
CUST_02595,Individual,Monthly,10,570,3,0,29,0,0.2894563407953597,0,2.894563407953597,164.99011425335502
CUST_02596,Individual,Quarterly,50,1900,2,0,-58,0,0.2894563407953597,0,14.472817039767985,549.9670475111834
CUST_02597,SME,Quarterly,20,420,2,0,-25,0,0.2894563407953597,0,5.789126815907194,121.57166313405108
CUST_02598,SME,Monthly,70,3080,3,1,0,0,0.2894563407953597,0,20.261943855675177,891.5255296497079
CUST_02599,Individual,Quarterly,30,1530,2,0,37,0,0.2894563407953597,0,8.683690223860792,442.8682014169003
CUST_02600,Individual,Monthly,20,780,2,0,-31,0,0.2894563407953597,0,5.789126815907194,225.77594582038057
CUST_02601,Individual,Quarterly,100,2300,0,0,-39,0,0.6709045975780855,1,67.09045975780855,1543.0805744295967
CUST_02602,Individual,Monthly,100,2000,1,2,21,0,0.5838334064717418,0,58.38334064717417,1167.6668129434836
CUST_02603,Individual,Monthly,70,2940,1,0,58,1,0.2894563407953597,0,20.261943855675177,851.0016419383575
CUST_02604,SME,Quarterly,30,1500,2,1,15,0,0.2894563407953597,0,8.683690223860792,434.18451119303955
CUST_02605,SME,Quarterly,10,20,2,0,74,0,0.6665340025992448,1,6.665340025992448,13.330680051984896
CUST_02606,Individual,Monthly,50,2250,3,1,-12,0,0.2894563407953597,0,14.472817039767985,651.2767667895594
CUST_02607,SME,Quarterly,70,2240,0,0,66,0,0.2894563407953597,0,20.261943855675177,648.3822033816057
CUST_02608,Individual,Monthly,50,2350,0,0,68,0,0.2894563407953597,0,14.472817039767985,680.2224008690953
CUST_02609,Individual,Yearly,50,1400,0,0,18,0,0.2894563407953597,0,14.472817039767985,405.2388771135036
CUST_02610,Individual,Quarterly,30,1680,2,0,20,0,0.2894563407953597,0,8.683690223860792,486.2866525362043
CUST_02611,Individual,Quarterly,100,400,3,0,28,0,0.6769723031608488,1,67.69723031608488,270.78892126433954
CUST_02612,SME,Monthly,100,700,1,0,-19,0,0.2894563407953597,0,28.94563407953597,202.6194385567518
CUST_02613,Individual,Monthly,30,90,1,2,-1,1,0.7308074787431256,1,21.924224362293767,65.7726730868813
CUST_02614,Individual,Monthly,20,500,2,1,49,0,0.2894563407953597,0,5.789126815907194,144.72817039767986
CUST_02615,Enterprise,Monthly,20,960,0,1,23,0,0.2894563407953597,0,5.789126815907194,277.87808716354533
CUST_02616,Individual,Monthly,10,580,2,1,-33,0,0.2894563407953597,0,2.894563407953597,167.88467766130861
CUST_02617,Individual,Monthly,20,180,0,0,12,0,0.2894563407953597,0,5.789126815907194,52.102141343164746
CUST_02618,Individual,Quarterly,20,460,0,0,30,0,0.2894563407953597,0,5.789126815907194,133.14991676586547
CUST_02619,Individual,Monthly,10,230,1,1,100,0,0.2894563407953597,0,2.894563407953597,66.57495838293273
CUST_02620,Enterprise,Yearly,10,490,0,1,20,0,0.2894563407953597,0,2.894563407953597,141.83360698972626
CUST_02621,Individual,Monthly,50,1300,2,1,27,0,0.2894563407953597,0,14.472817039767985,376.2932430339676
CUST_02622,Enterprise,Yearly,30,1200,1,0,-19,0,0.6716206568876627,1,20.14861970662988,805.9447882651953
CUST_02623,Individual,Yearly,10,180,1,1,51,0,0.6064814608128996,0,6.064814608128995,109.16666294632192
CUST_02624,Individual,Monthly,50,1200,3,0,65,0,0.2894563407953597,0,14.472817039767985,347.3476089544316
CUST_02625,Individual,Yearly,30,810,1,2,44,0,0.5867449771317194,0,17.60234931395158,475.2634314766927
CUST_02626,SME,Yearly,20,900,3,0,28,0,0.2894563407953597,0,5.789126815907194,260.51070671582374
CUST_02627,Individual,Monthly,10,20,3,0,49,0,0.6783560095994348,1,6.783560095994348,13.567120191988696
CUST_02628,SME,Yearly,20,20,2,0,37,0,0.663712835435685,1,13.2742567087137,13.2742567087137
CUST_02629,Individual,Monthly,10,480,1,0,-5,0,0.2894563407953597,0,2.894563407953597,138.93904358177267
CUST_02630,Individual,Monthly,10,160,2,2,-32,1,0.5898897232394823,0,5.898897232394823,94.38235571831717
CUST_02631,Individual,Quarterly,30,1290,3,0,91,0,0.2894563407953597,0,8.683690223860792,373.39867962601403
CUST_02632,SME,Monthly,20,480,3,0,13,1,0.2894563407953597,0,5.789126815907194,138.93904358177267
CUST_02633,Individual,Monthly,10,360,1,0,-19,0,0.2894563407953597,0,2.894563407953597,104.20428268632949
CUST_02634,Individual,Yearly,10,110,0,2,26,0,0.5892368636146573,0,5.892368636146573,64.81605499761231
CUST_02635,Individual,Yearly,30,780,1,1,-4,0,0.2894563407953597,0,8.683690223860792,225.77594582038057
CUST_02636,SME,Quarterly,10,60,0,2,23,1,0.5631120803072143,0,5.631120803072143,33.78672481843286
CUST_02637,SME,Quarterly,70,1820,1,0,53,0,0.6716206568876627,1,47.01344598213639,1222.349595535546
CUST_02638,SME,Yearly,30,870,1,2,66,0,0.5421137523024837,0,16.26341256907451,471.6389645031608
CUST_02639,Individual,Monthly,10,430,2,1,0,0,0.2894563407953597,0,2.894563407953597,124.46622654200468
CUST_02640,Enterprise,Yearly,50,2900,1,0,32,0,0.2894563407953597,0,14.472817039767985,839.4233883065432
CUST_02641,SME,Monthly,50,50,2,0,-2,1,0.688615851405629,1,34.43079257028145,34.43079257028145
CUST_02642,Individual,Yearly,30,270,1,0,24,0,0.2894563407953597,0,8.683690223860792,78.15321201474713
CUST_02643,Individual,Quarterly,50,1350,0,1,100,0,0.2894563407953597,0,14.472817039767985,390.7660600737356
CUST_02644,Individual,Yearly,100,700,1,1,-9,0,0.2894563407953597,0,28.94563407953597,202.6194385567518
CUST_02645,Individual,Yearly,10,530,1,0,40,0,0.2894563407953597,0,2.894563407953597,153.41186062154065
CUST_02646,SME,Yearly,50,2700,1,0,66,0,0.2894563407953597,0,14.472817039767985,781.5321201474712
CUST_02647,SME,Quarterly,20,60,2,2,41,0,0.7466172199281452,1,14.932344398562904,44.79703319568871
CUST_02648,SME,Yearly,20,180,3,1,43,0,0.2894563407953597,0,5.789126815907194,52.102141343164746
CUST_02649,Individual,Quarterly,30,60,2,0,0,1,0.6921770524347111,1,20.76531157304133,41.53062314608266
CUST_02650,Individual,Monthly,20,200,1,0,17,0,0.2894563407953597,0,5.789126815907194,57.89126815907194
CUST_02651,Individual,Quarterly,10,170,0,0,23,0,0.6709045975780855,1,6.709045975780855,114.05378158827453
CUST_02652,Individual,Monthly,10,310,2,0,-32,0,0.6716206568876627,1,6.716206568876627,208.20240363517544
CUST_02653,SME,Yearly,50,50,0,0,79,1,0.663712835435685,1,33.185641771784255,33.185641771784255
CUST_02654,Individual,Monthly,10,580,1,0,51,0,0.2894563407953597,0,2.894563407953597,167.88467766130861
CUST_02655,SME,Yearly,20,360,1,0,-21,0,0.5977308143568854,0,11.954616287137707,215.18309316847873
CUST_02656,SME,Monthly,10,60,1,0,-8,0,0.2894563407953597,0,2.894563407953597,17.367380447721583
CUST_02657,SME,Monthly,30,1140,0,2,-3,0,0.7339106810054196,1,22.017320430162588,836.6581763461783
CUST_02658,Individual,Yearly,10,410,1,0,-9,0,0.2894563407953597,0,2.894563407953597,118.67709972609748
CUST_02659,SME,Monthly,100,4200,1,0,3,0,0.2894563407953597,0,28.94563407953597,1215.7166313405107
CUST_02660,Enterprise,Monthly,100,4700,0,0,7,0,0.2894563407953597,0,28.94563407953597,1360.4448017381906
CUST_02661,SME,Quarterly,10,40,2,0,32,1,0.6655966353523957,1,6.655966353523956,26.623865414095825
CUST_02662,SME,Monthly,30,1200,1,0,-35,0,0.2894563407953597,0,8.683690223860792,347.3476089544316
CUST_02663,SME,Quarterly,70,280,0,2,4,0,0.7009019038112887,1,49.06313326679021,196.25253306716084
CUST_02664,Individual,Quarterly,30,1050,4,0,44,0,0.2894563407953597,0,8.683690223860792,303.9291578351277
CUST_02665,SME,Yearly,10,40,0,0,52,0,0.6733182184705662,1,6.733182184705662,26.932728738822647
CUST_02666,SME,Monthly,10,10,0,1,52,0,0.663712835435685,1,6.63712835435685,6.63712835435685
CUST_02667,SME,Monthly,50,2050,2,0,-5,0,0.5993042411759889,0,29.965212058799445,1228.5736944107773
CUST_02668,SME,Quarterly,50,2150,0,0,25,0,0.2894563407953597,0,14.472817039767985,622.3311327100233
CUST_02669,Individual,Monthly,30,930,0,0,100,0,0.2894563407953597,0,8.683690223860792,269.1943969396845
CUST_02670,Individual,Monthly,30,1590,1,2,28,0,0.5838334064717418,0,17.515002194152252,928.2951162900694
CUST_02671,Individual,Monthly,70,3850,0,0,29,0,0.2894563407953597,0,20.261943855675177,1114.4069120621348
CUST_02672,Individual,Quarterly,50,950,0,0,63,0,0.2894563407953597,0,14.472817039767985,274.9835237555917
CUST_02673,Individual,Yearly,10,210,1,2,100,0,0.5647418363054991,0,5.6474183630549915,118.59578562415481
CUST_02674,Individual,Monthly,30,1740,1,2,12,0,0.5838334064717418,0,17.515002194152252,1015.8701272608306
CUST_02675,Individual,Monthly,50,1500,0,0,-4,0,0.2894563407953597,0,14.472817039767985,434.18451119303955
CUST_02676,SME,Quarterly,20,1040,2,0,-16,0,0.2894563407953597,0,5.789126815907194,301.0345944271741
CUST_02677,Individual,Monthly,50,350,1,1,44,0,0.2894563407953597,0,14.472817039767985,101.3097192783759
CUST_02678,Individual,Quarterly,50,250,2,0,-8,0,0.7150783104177346,1,35.75391552088673,178.76957760443366
CUST_02679,Individual,Monthly,20,40,1,0,10,0,0.663712835435685,1,13.2742567087137,26.5485134174274
CUST_02680,Individual,Monthly,100,5100,2,0,54,0,0.2894563407953597,0,28.94563407953597,1476.2273380563345
CUST_02681,Individual,Monthly,30,1680,3,1,0,0,0.2894563407953597,0,8.683690223860792,486.2866525362043
CUST_02682,Individual,Monthly,20,60,0,0,-16,0,0.6665340025992448,1,13.330680051984896,39.99204015595468
CUST_02683,Enterprise,Yearly,20,300,1,1,11,0,0.2894563407953597,0,5.789126815907194,86.8369022386079
CUST_02684,Individual,Yearly,50,1950,1,1,35,0,0.2894563407953597,0,14.472817039767985,564.4398645509514
CUST_02685,SME,Quarterly,10,370,0,0,51,0,0.2894563407953597,0,2.894563407953597,107.09884609428309
CUST_02686,SME,Quarterly,70,3850,1,0,-64,0,0.2894563407953597,0,20.261943855675177,1114.4069120621348
CUST_02687,Enterprise,Monthly,20,200,1,2,-87,0,0.6934561060675393,1,13.869122121350784,138.69122121350784
CUST_02688,Individual,Quarterly,70,630,0,1,30,0,0.2894563407953597,0,20.261943855675177,182.3574947010766
CUST_02689,Individual,Quarterly,50,1150,1,0,36,0,0.2894563407953597,0,14.472817039767985,332.87479191466366
CUST_02690,Individual,Monthly,30,420,4,0,-26,0,0.2894563407953597,0,8.683690223860792,121.57166313405108
CUST_02691,Individual,Monthly,70,3780,0,1,-3,0,0.2933757121209954,0,20.536299848469678,1108.9601918173626
CUST_02692,Individual,Monthly,70,3150,1,0,24,0,0.2894563407953597,0,20.261943855675177,911.7874735053831
CUST_02693,SME,Monthly,50,1650,1,2,6,0,0.5838334064717418,0,29.191670323587086,963.3251206783739
CUST_02694,Individual,Quarterly,20,320,4,0,35,0,0.2894563407953597,0,5.789126815907194,92.6260290545151
CUST_02695,Individual,Yearly,10,200,1,0,29,0,0.2894563407953597,0,2.894563407953597,57.89126815907194
CUST_02696,Individual,Quarterly,50,400,0,0,18,0,0.2894563407953597,0,14.472817039767985,115.78253631814388
CUST_02697,Enterprise,Monthly,50,2450,2,0,-27,0,0.2894563407953597,0,14.472817039767985,709.1680349486313
CUST_02698,SME,Monthly,70,2660,1,1,29,0,0.2894563407953597,0,20.261943855675177,769.9538665156568
CUST_02699,Individual,Monthly,50,1700,2,1,45,0,0.2894563407953597,0,14.472817039767985,492.0757793521115
CUST_02700,Individual,Quarterly,10,310,1,0,65,0,0.2894563407953597,0,2.894563407953597,89.7314656465615
CUST_02701,Individual,Monthly,50,2250,1,1,6,0,0.6061760239310512,0,30.308801196552558,1363.8960538448653
CUST_02702,SME,Monthly,20,1140,1,3,8,1,0.5838334064717418,0,11.676668129434836,665.5700833777856
CUST_02703,SME,Quarterly,10,80,2,0,13,0,0.6483869948044355,0,6.483869948044355,51.87095958435484
CUST_02704,SME,Monthly,100,2500,3,0,33,0,0.2894563407953597,0,28.94563407953597,723.6408519883993
CUST_02705,Individual,Monthly,100,4100,3,1,12,0,0.6709045975780855,1,67.09045975780855,2750.7088500701507
CUST_02706,SME,Monthly,100,1300,0,0,-39,1,0.2894563407953597,0,28.94563407953597,376.2932430339676
CUST_02707,SME,Monthly,10,180,0,1,-41,0,0.2894563407953597,0,2.894563407953597,52.102141343164746
CUST_02708,Enterprise,Quarterly,20,1000,2,0,7,0,0.6697619376164606,1,13.395238752329213,669.7619376164606
CUST_02709,Individual,Monthly,100,4100,2,0,-58,0,0.2894563407953597,0,28.94563407953597,1186.7709972609748
CUST_02710,Individual,Monthly,50,1700,2,2,22,0,0.4430035209959278,0,22.150176049796393,753.1059856930773
CUST_02711,Individual,Monthly,20,720,1,0,2,0,0.5994156323177549,0,11.988312646355098,431.57925526878347
CUST_02712,Individual,Monthly,30,1500,1,0,17,0,0.2894563407953597,0,8.683690223860792,434.18451119303955
CUST_02713,SME,Yearly,70,1190,2,1,9,0,0.2894563407953597,0,20.261943855675177,344.45304554647805
CUST_02714,SME,Monthly,50,600,1,0,70,0,0.2894563407953597,0,14.472817039767985,173.6738044772158
CUST_02715,Individual,Monthly,20,320,3,0,-10,0,0.5894093179322054,0,11.788186358644108,188.61098173830572
CUST_02716,Individual,Quarterly,10,130,1,1,21,0,0.2894563407953597,0,2.894563407953597,37.629324303396764
CUST_02717,Individual,Monthly,30,330,0,0,-24,0,0.2894563407953597,0,8.683690223860792,95.5205924624687
CUST_02718,Enterprise,Quarterly,10,140,1,0,62,0,0.6556011607540545,0,6.556011607540545,91.78416250556764
CUST_02719,Individual,Monthly,10,420,2,0,6,0,0.6009907820982339,0,6.009907820982338,252.41612848125823
CUST_02720,Individual,Yearly,20,1100,1,1,-16,0,0.2894563407953597,0,5.789126815907194,318.40197487489564
CUST_02721,Individual,Yearly,50,1400,3,0,-21,0,0.6709045975780855,1,33.54522987890427,939.2664366093197
CUST_02722,Individual,Quarterly,20,1180,2,0,1,0,0.2894563407953597,0,5.789126815907194,341.5584821385244
CUST_02723,SME,Quarterly,10,530,0,0,-16,0,0.2894563407953597,0,2.894563407953597,153.41186062154065
CUST_02724,SME,Monthly,100,5100,0,1,-10,0,0.2894563407953597,0,28.94563407953597,1476.2273380563345
CUST_02725,Individual,Yearly,20,480,3,0,48,0,0.2894563407953597,0,5.789126815907194,138.93904358177267
CUST_02726,SME,Monthly,50,2650,1,1,33,1,0.6709045975780855,1,33.54522987890427,1777.8971835819266
CUST_02727,Individual,Monthly,30,510,2,2,36,1,0.5906113936394697,0,17.71834180918409,301.2118107561295
CUST_02728,Enterprise,Monthly,20,180,1,2,79,1,0.7363901546380873,1,14.727803092761746,132.55022783485572
CUST_02729,Individual,Monthly,20,920,0,1,9,0,0.2894563407953597,0,5.789126815907194,266.29983353173094
CUST_02730,Individual,Quarterly,50,1500,1,1,0,0,0.2894563407953597,0,14.472817039767985,434.18451119303955
CUST_02731,Individual,Monthly,20,740,0,1,54,0,0.2894563407953597,0,5.789126815907194,214.19769218856618
CUST_02732,Individual,Quarterly,30,90,0,1,50,0,0.6723905482505216,1,20.171716447515646,60.51514934254694
CUST_02733,Individual,Monthly,30,1620,1,1,42,0,0.2894563407953597,0,8.683690223860792,468.9192720884827
CUST_02734,SME,Yearly,20,160,0,0,23,1,0.2894563407953597,0,5.789126815907194,46.31301452725755
CUST_02735,SME,Quarterly,10,180,0,2,-61,0,0.585313456524835,0,5.85313456524835,105.35642217447031
CUST_02736,Individual,Quarterly,10,590,2,1,26,0,0.2894563407953597,0,2.894563407953597,170.7792410692622
CUST_02737,SME,Quarterly,70,2100,4,0,12,0,0.2894563407953597,0,20.261943855675177,607.8583156702554
CUST_02738,Individual,Yearly,20,60,1,3,-31,0,0.5982655390803253,0,11.965310781606506,35.89593234481952
CUST_02739,SME,Monthly,50,2750,1,1,-6,0,0.5985247534882728,0,29.926237674413642,1645.9430720927503
CUST_02740,Individual,Monthly,10,340,1,0,92,0,0.2894563407953597,0,2.894563407953597,98.4151558704223
CUST_02741,SME,Quarterly,70,4130,1,0,40,1,0.6709045975780855,1,46.963321830465986,2770.8359879974932
CUST_02742,Individual,Quarterly,10,430,1,1,54,0,0.2894563407953597,0,2.894563407953597,124.46622654200468
CUST_02743,Individual,Monthly,10,280,0,0,-11,0,0.2894563407953597,0,2.894563407953597,81.04777542270071
CUST_02744,Individual,Monthly,50,1850,1,1,48,0,0.4682731639776824,0,23.41365819888412,866.3053533587125
CUST_02745,Individual,Monthly,70,1750,1,1,77,0,0.2894563407953597,0,20.261943855675177,506.54859639187947
CUST_02746,SME,Monthly,20,600,2,0,100,1,0.2894563407953597,0,5.789126815907194,173.6738044772158
CUST_02747,Individual,Yearly,10,70,0,0,27,0,0.2894563407953597,0,2.894563407953597,20.261943855675177
CUST_02748,Individual,Monthly,70,3220,1,2,91,0,0.5375488206374036,0,37.62841744461825,1730.9072024524396
CUST_02749,Individual,Quarterly,20,580,1,0,47,0,0.2894563407953597,0,5.789126815907194,167.88467766130861
CUST_02750,Individual,Quarterly,100,5100,1,2,34,0,0.5838334064717418,0,58.38334064717417,2977.550373005883
CUST_02751,SME,Monthly,50,100,0,0,37,1,0.7934997115433539,1,39.674985577167696,79.34997115433539
CUST_02752,Individual,Monthly,30,780,1,2,-7,0,0.5851340050233659,0,17.554020150700975,456.4045239182254
CUST_02753,SME,Monthly,50,2050,0,0,2,1,0.2894563407953597,0,14.472817039767985,593.3854986304874
